link,title,description,category
zS4Hf8DAIz,Throwback Video | Relishing Special Frankie At Khau Galli | Mumbai Street Food,"Hi Friends
Taking you down the memory lane when I shot this yummy food vlog at Ghatkopar kahu gali in Feb before the lockdown. Things are getting back to normal slowly. Hoping to go there again soon. Till then...Enjoy this video :)
Love
Garima",Food
S7xqdgji1PQ,The MIAS Mini Tank (Strangest Tanks in History),Join us in  World of Tanks now for free and use the code  ‘ONCEUPONATANK’  to access the Tiger tank 131 and other cool stuff by clicking the link here: https://tanks.ly/33Q89zl,History
dNjf2hxlmtE,,"Hi Guys, today Frringo HD will show you manufacturing process of oreo biscuits, eclairs toffee, achaar, plastic rice and more! We will today go on a virtual factory tour of all these factories and we will also show you how china makes plastic rice and exports it to another countries, so watch the video till the end!",Manufacturing
8ZOpNbpRY8M,,"RRC Group D  || Science || By Sameer Sir | Class 25 || SUPER 25 MCQs

Examपुर Application से PDF कैसे Download करे :-https://youtu.be/R2LLGd2rhvE",Science
Y_1P2yd0VxQ,इस तरह फैक्ट्री में बनाएं जाते हैं ट्रैक्टर । Tractor Manufacturing Process In Factory,"इस तरह फैक्ट्री में बनाएं जाते हैं ट्रैक्टर । Tractor Manufacturing Process In Factory


Make sure you tell us which was the best part you like from this video",Manufacturing
R9YM_8rUWAM,Mumbai Street Food | Best Indian Street Food,"Mumbai Street Food, This video showcases the best street food of Mumbai that are truly the gems of street food india.

In this video I visit my favourite places for eating indian street food in Mumbai.

So here is my list of best indian street food in Mumbai :-

1) Chole Bhature at Chawla's Dhaba, Sion
Cost - ₹40
Delhi style chole bhature, a favourite of Delhi street food. 
Location -",Food
q_0uF80IZXM,"Garmi Song | Street Dancer 3D | Varun D, Nora F, Shraddha K, Badshah, Neha K | Remo D | T-Series","Presenting Garmi video song from the movie Street Dancer 3D.  This foot-tapping soundtrack is sung by Neha Kakkar, Badshah, composed & penned by Badshah. The movie features Varun Dhawan, Shraddha Kapoor, Nora Fatehi, and Prabhu Deva in lead roles and directed by Remo D'Souza, produced by Bhushan Kumar, Divya Khosla Kumar, Krishan Kumar & Lizelle D’Souza.
Gulshan Kumar And T-Series Present A T-Series Films Production In Association With Remo D’Souza Entertainment Pvt. Ltd. & Dance Film Company Ltd. Uk, Bhushan Kumar’s Street Dancer 3D.
 ",Dance
VX9z-KZzNM,"Street Food in Budapest!! 🇭🇺 THE ULTIMATE HUNGARIAN FOOD Tour in Budapest, Hungary!","🎥 Copenhagen Street Food Tour: https://youtu.be/gMNvp-83fDc
👍 100% Real Durian Chips - Order Here: http://pixelfy.me/uY4K5z",Food
qsa1RTTZYE,Piggy Roblox Coffin Dance Meme Compilation 31,"Part 31 of Piggy fails followed by the legendary coffin dance meme, but in Roblox. A few bonus memes are included.
Leave a like if you would like to see more videos like this in the future.

Subscribe: ",Dance
GfXChtK-aUk,Justina Machado’s Jazz – Dancing with the Stars,"Justina Machado and Sasha Farber dance Jazz to “Maniac” by Michael Sembello on Dancing with the Stars 80s Night! 

Subscribe: ",Dance
kiqkT6owOUI,#2| Belly Dance For Kid (I Wana Dance) - Trang Selena Bellydance,"Belly Dance For Kid (I Wana Dance) -  Trang Selena Bellydance

Follow Trang Selena Channel to see more clips.

Conact us: 01683530688",Dance
nKzAWUrL8j0,First Kashmiri Boy Basit Khan Of Pulwama Creates History.,First Kashmiri Boy Basit Khan Of Pulwama Creates History In J&K With The Record Score Of 695/700 In NEET,History
QDXGdAMxR94,Arts vs Commerce vs Science: CAT Exam | Ok Tested,"Whether you are a cat person or a dog person, when you are giving the CAT exam, you are a lost person.
Watch anchors from Arts, Commerce & science battle it out for another video in the world's hardest exam series.

---------------------------------------------------------------------------------------------------------------------------

For more exclusive content, download the Ok Tested app: play.google.com/store/apps/details?id=com.oktested

Follow Us On Instagram: ",Science
SvM3r5QyrmQ,Hi Re Meri Moto | Diler Kharkiya | Ajay Hooda | Dance Video | Shalu Tyagi Dance.,"hlo guys.... here is my new dance cover on song ""MERI MOTO"" with my two cute little students if you like them nd our choreography dn hit the like button nd spread it as much as you can.                                                                                                                             **like**share**subscribe**                           #moto#merimoto#dilerkharkiya#ajayhooda",Dance
Q_1LPjUdF7k,,"If you are a Travel Lover and you want to know Which Jobs in India allow & Pay you to Travel International, This Video will help you in the same. You can watch these Videos that I've already covered in my Vlog, if you have any other Video Topics or Requests related to Job, Education, Career then please let me know in the Comments.  Meanwhile Enjoy this :

1. How to become a Pilot in India : ",Travel
AyWtIwwEgS0,The next manufacturing revolution is here | Olivier Scalabre,"Economic growth has been slowing for the past 50 years, but relief might come from an unexpected place — a new form of manufacturing that is neither what you thought it was nor where you thought it was. Industrial systems thinker Olivier Scalabre details how a fourth manufacturing revolution will produce a macroeconomic shift and boost employment, productivity and growth.

TEDTalks is a daily video podcast of the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and much more.
Find closed captions and translated subtitles in many languages at ",Manufacturing
WhiIRDvBkk,9th Class | Science | Day-44 | Samveda | 3.30PM to 4PM | 15-10-2020 | DD Chandana,"Watch Samveda e-Learning Program  For Students of Class 8th to 10th . 
Day 44 : 15-10-2020 , Thursday
------------------------------------
Class 9
Time :  3.30PM to 4PM
Subject : Science
--------------------------------------
Link For All 10th Class Videos - Samveda Playlist",Science
BDJ1rEl-NV4,इस तरह फैक्ट्री में बनाई जाती है Colgate (दंतमंजन) Toothpaste|Food Manufacturing Machine,"Contact Us At-1minutecraftworld@gmail.com
Make sure you tell us which was the best part you like from this video",Manufacturing
PB_6y2IhQs0,"NIAGARA FALLS 2020 (From Toronto, Canada) | Travel vlog during the pandemic 🇨🇦 | PEEKAPOO","Hey Guys,
We had a long weekend here in Canada, and I went to Niagara Falls. This was my first visit there and also, my first trip in Canada. 
This is Part 1, Hope you enjoy the vlog!
 Part 2 & 3 Coming soon!

HOTEL:
Also, I stayed at Marriott Fallsview & Spa: ",Travel
1XoYkn3osE,,"Barcelona – dive into the Catalan creativity that has defined the city and draws millions to its heart each year. After this video, you’ll see why!

Check out all the places we visited in this video: ",Travel
jtPNRfunJ4,The Russian Sleep Experiment | Science | Live Hindi,"This video is about ""The Russian Sleep Experiment | Science | Live Hindi""

American Sniper 🔥 The White Feather [Story] : https://www.youtube.com/watch?v=FtjCz...",Science
zopTRZzh-Y,20 Amazing Science Experiments and Optical Illusions! Compilation,"This video is a compilation of Best 20 science experiments with liquid and fire 2017

00:02 Flammable hand sanitizer",Science
gbyGsGngKA,"Complete Indian History as a story Modern history for UPSC, SSC, Railway in Hindi in English","Complete Indian History as a story  Modern history for UPSC, SSC, Railway in Hindi in English

Download Android App: http://bit.ly/2EQuDDd",History
CDobfQeObJ,17 Easy Science Experiments & Tricks You Can Show at School by Crafty Panda,"Have you ever wanted to do some awesome science experiments but never knew how? We bring you a whole bunch of awesome DIY science ideas to try doing yourself at home or at school! Shock your friends and family by creating a charger out of lemons or creating an exploding foam! All of these cool science experiment ideas and DIY tricks are waiting for you! Stay tuned for more crazy DIY ideas by Crafty Panda!

If you enjoyed this video, you might also like “ART IS COOL ! 7 Beautiful Painting Ideas & Other DIY Art Ideas by Crafty Panda”: ",Science
VYRZ8wWXd0,,"The ongoing pandemic has devastated multiple economies worldwide. Yet one country gained an attractive investment from some of the biggest tech and electronic companies. That is India. More than 15 companies invested almost $20 billion in the India between April and July this year. Some of the investors were Google, Walmart, Facebook, Apple and Qualcomm. 
The International Monetary Fund predicted a negative growth rate of -4.9 per cent for the world economy in 2020 and also projected a sharp contraction by 4.5 per cent for the Indian economy. These investments were made even after this prediction.

The China factor. 
New cold war has started between US and china. And due to this many electronic manufacturing companies are relocating their manufacturing facility. For example a Major contract manufacturer for Apple is shifting six production lines from China to India with a target to export around $5 billion worth of iPhones from India, while simultaneously catering to the Indian market. Apple's vendors aren’t simply looking to make only iphones, but also planning to shift manufacturing of iPads, Mac Books and other products in the next few years. Similarly manufacturers like Wistron, Pegatron, Foxconn and Samsung are also thinking to expand their manufacturing facilities in India.

So this leads us to future for electronics manufacturing in India.
India is already 2nd largest mobile phone manufacturer in the world. Yet to attract more international electronic manufacturing companies and create electronic manufacturing ecosystem, the Indian government has recently announced production-linked incentive scheme. Government already has received 22 applications from firms ranging from assemblers to electronic component producers. This scheme will provide a 6% financial incentive on additional sales of goods produced in the country over a five-year period. As per the government these companies will produce mobile phones and components worth $153 billion during this five year duration. And 60% of these products will be exported to other countries. Also these companies agreed to offer direct and indirect employment opportunities to a total of 1.2 million Indians. 
But even after being the 2nd largest manufacturer of cell phones only assembly is done in India yet all other major electronic parts are imported from different countries.
Apart from this India still lacks in infrastructure, supply chain network, and other facilities which countries like China and Vietnam provide better. 

Now comes India's tech industry.
India's is transforming in digital economy, with more than 700 million internet users and roughly half a billion expected to come. And this is an opportunity which no one wants to lose. US tech giants are trying to grab this massive market before others could do. 
Some big tech giants like Google, Facebook and Qualcomm has invested in the Indian telecom company Reliance Jio. Jio was launched as a mobile network in 2016 and has quickly gained nearly 400 million subscribers. With recent influence in e-commerce, digital payments and streaming services. Jio appears to be looking to turn the company into an all-encompassing Indian ecosystem. 
Also Jio is the only telecom company in India who has developed completely end-to-end 5G solution indigenously. 
Qualcomm which has recently invested 97.1 million dollars in jio. This will help jio to roll out the advanced 5G infrastructure and services for Indian customers. Similarly Google has invested 4.5 billion dollars in jio. By doing this Google is targeting 300 million users in India which are using basic feature phones. Google is working with Jio to create a custom Android version tailored for entry-level devices. 
Also Facebook’s 5.7 billion dollars investment in jio seems to create platform for online grocery deliveries through whatsapp and jiomart. So, all these companies are creating an ecosystem by investing in Indian companies.

After looking at all of this, still the question remains unanswered. Why India?
Well, India is the 2nd most populated globally and obviously no one would like to leave a market of this size. Apart from this the Silicon valley has been shut out by China from years. Many big ones like google, twitter and facebook are completely banned in China. Now, because of this many companies have lost the biggest market of the globe. So, companies will try to make the most of out of India. Yet India needs to make a ton of reforms to grab this opportunity of becoming a big tech manufacturer.
So, what do you think on this. Do let us know in the comment section below.",Manufacturing
